Table,,,,
Marks ,GP,Grade,,
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.64,Twenty six  point six four
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.65,Twenty six  point six five
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.66,Twenty six  point six six
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.67,Twenty six  point six seven
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.68,Twenty six  point six eight
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.69,Twenty six  point six nine
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.70,Twenty six  point seven
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.71,Twenty six  point seven one
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.72,Twenty six  point seven two
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.73,Twenty six  point seven three
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.74,Twenty six  point seven four
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.75,Twenty six  point seven five
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.76,Twenty six  point seven six
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.77,Twenty six  point seven seven
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.78,Twenty six  point seven eight
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.79,Twenty six  point seven nine
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.80,Twenty six  point eight
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.81,Twenty six  point eight one
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.82,Twenty six  point eight two
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.83,Twenty six  point eight three
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.84,Twenty six  point eight four
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.85,Twenty six  point eight five
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.86,Twenty six  point eight six
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.87,Twenty six  point eight seven
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.88,Twenty six  point eight eight
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.89,Twenty six  point eight nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.90,Twenty six  point nine
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.91,Twenty six  point nine one
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.92,Twenty six  point nine two
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.93,Twenty six  point nine three
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.94,Twenty six  point nine four
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.95,Twenty six  point nine five
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.96,Twenty six  point nine six
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.97,Twenty six  point nine seven
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.98,Twenty six  point nine eight
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,26.99,Twenty six  point nine nine
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.00,Twenty seven  point zero
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.01,Twenty seven  point zero one
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.02,Twenty seven  point zero two
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.03,Twenty seven  point zero three
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.04,Twenty seven  point zero four
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.05,Twenty seven  point zero five
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.06,Twenty seven  point zero six
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.07,Twenty seven  point zero seven
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.08,Twenty seven  point zero eight
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.09,Twenty seven  point zero nine
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.10,Twenty seven  point one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.11,Twenty seven  point one one
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.12,Twenty seven  point one two
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.13,Twenty seven  point one three
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.14,Twenty seven  point one four
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.15,Twenty seven  point one five
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.16,Twenty seven  point one six
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.17,Twenty seven  point one seven
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.18,Twenty seven  point one eight
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.19,Twenty seven  point one nine
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.20,Twenty seven  point two
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.21,Twenty seven  point two one
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.22,Twenty seven  point two two
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.23,Twenty seven  point two three
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.24,Twenty seven  point two four
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.25,Twenty seven  point two five
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.26,Twenty seven  point two six
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.27,Twenty seven  point two seven
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.28,Twenty seven  point two eight
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.29,Twenty seven  point two nine
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.30,Twenty seven  point three
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.31,Twenty seven  point three one
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.32,Twenty seven  point three two
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.33,Twenty seven  point three three
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.34,Twenty seven  point three four
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.35,Twenty seven  point three five
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.36,Twenty seven  point three six
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.37,Twenty seven  point three seven
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.38,Twenty seven  point three eight
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.39,Twenty seven  point three nine
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
