Table,,,,
Marks ,GP,Grade,,
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.58,Thirty nine  point five eight
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.59,Thirty nine  point five nine
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.60,Thirty nine  point six
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.61,Thirty nine  point six one
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.62,Thirty nine  point six two
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.63,Thirty nine  point six three
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.64,Thirty nine  point six four
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.65,Thirty nine  point six five
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.66,Thirty nine  point six six
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.67,Thirty nine  point six seven
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.68,Thirty nine  point six eight
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.69,Thirty nine  point six nine
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.70,Thirty nine  point seven
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.71,Thirty nine  point seven one
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.72,Thirty nine  point seven two
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.73,Thirty nine  point seven three
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.74,Thirty nine  point seven four
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.75,Thirty nine  point seven five
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.76,Thirty nine  point seven six
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.77,Thirty nine  point seven seven
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.78,Thirty nine  point seven eight
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.79,Thirty nine  point seven nine
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.80,Thirty nine  point eight
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.81,Thirty nine  point eight one
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.82,Thirty nine  point eight two
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.83,Thirty nine  point eight three
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.84,Thirty nine  point eight four
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.85,Thirty nine  point eight five
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.86,Thirty nine  point eight six
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.87,Thirty nine  point eight seven
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.88,Thirty nine  point eight eight
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.89,Thirty nine  point eight nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.90,Thirty nine  point nine
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.91,Thirty nine  point nine one
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.92,Thirty nine  point nine two
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.93,Thirty nine  point nine three
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.94,Thirty nine  point nine four
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.95,Thirty nine  point nine five
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.96,Thirty nine  point nine six
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.97,Thirty nine  point nine seven
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
,,,39.98,Thirty nine  point nine eight
